client_id,name,address,city,state,country,phone_number,latitude,longitude
C01290,Morgan Kim,528 Walker Radial Apt. 644,East Jessica,Vermont,Yemen,001-369-902-9593,-52.246334,-2.205305
C00657,Cynthia Haas,157 Joseph Gateway,West Jonathanville,Washington,Afghanistan,8673626765,38.711916,130.341178
C04875,Melissa Martin,40541 Matthew Lane,Lake Charles,Colorado,Guadeloupe,+1-597-506-2962x015,19.865227,117.486846
C03308,Monica Baker,3106 Hernandez Lake Apt. 614,Gonzaleztown,Indiana,Chile,+1-441-771-4677x4186,12.393412,18.321010
C02017,Andrew Gonzales,49021 Elizabeth Valley Suite 938,Port Paulhaven,Nebraska,Mauritania,+1-479-337-4160x89899,30.538186,-87.186310
C00326,Carol Lewis,06163 Mary Green,Reneeland,Colorado,Iceland,+1-868-354-8709,21.251034,-99.661389
C03435,Kevin Chang,91485 Baker Shoal,Armstrongfort,Arizona,China,662-799-6065x307,-84.568774,1.390469
C04631,Elizabeth Ramirez,132 Mccann Mills Suite 469,East Scottchester,West Virginia,Libyan Arab Jamahiriya,001-485-508-2148x62890,-36.117817,-149.061463
C02137,Jesus Hull,5786 Erin Garden,Tracymouth,Idaho,Trinidad and Tobago,598.555.2414x0602,83.779717,-59.143896
C01956,Debra Ortiz,072 Carolyn Branch,West Charlene,Maryland,Rwanda,001-846-365-7437x489,-88.027650,94.616832
C01073,Dr. Sara Hoffman DDS,1715 Davidson Wall Suite 443,New Kathy,Arkansas,Sri Lanka,+1-565-720-7446x660,-30.309836,107.030032
C03746,Karen Shepard,428 Kelly Mountains Apt. 482,Destinybury,Minnesota,Czech Republic,001-346-955-4947x1709,-37.777546,88.691745
C00077,Michael Moreno,22356 Thomas Wall Apt. 175,West Cynthia,Alabama,Korea,832-992-7129x666,12.895719,-177.493273
C04613,Curtis Watson,8300 Jeremy Wells,Larryville,Missouri,Macao,001-742-810-4478,-54.086172,4.003289
C04405,Katherine Christensen MD,33230 David Station Apt. 648,New Virginiaville,Tennessee,Taiwan,9014676184,-34.837880,158.395827
C02173,Jason Garcia,926 William River Apt. 411,Gonzalezborough,Wyoming,Estonia,235.364.2087x37530,-60.356427,128.245918
C00564,Brittany Davis,143 Hinton Hill,Stevenville,Idaho,Tunisia,4454561100,-1.775780,11.946061
C02335,Tina Adams,5216 Rivers Groves,Vaughnfort,Nebraska,Pakistan,(912)402-1697,74.100810,23.877144
C04451,Lisa Huffman,7167 Bryan Shoal,Alexanderhaven,Wyoming,Samoa,001-593-958-8916,2.811422,176.326939
C04334,Janice Combs,28772 Karen Islands,West Tara,Arkansas,Madagascar,986.363.1779,43.803303,60.017871
C02453,William Mcgee,66088 Margaret Turnpike,Pamelaside,Indiana,Palau,+1-375-350-3758x99757,86.874876,-60.950425
C01101,Henry Schultz,851 Penny Park Apt. 614,East David,Montana,Cuba,435.916.0917x798,-88.835628,104.737188
C00877,Kristen Reynolds,292 Dale Shoals Suite 866,West Raymond,Michigan,French Polynesia,522.669.8485x833,2.689038,-108.772409
C01274,Miss Tina Gordon,158 Aguilar Shores Suite 846,New Danielfurt,Georgia,Austria,+1-903-342-4420x43805,75.385454,121.659700
C04955,Natalie Hoffman,406 Butler Turnpike,Tammyton,Alabama,Samoa,939-473-5989x334,-70.009882,-79.617715
C01668,Nancy Wilson,4842 Brandy Glens,West Stevenberg,Arizona,Cape Verde,390-494-7985x15832,21.650692,111.563939
C04141,Anna Walker,555 Robinson Terrace,Barajastown,Delaware,Paraguay,(673)299-3056x164,48.745648,21.304066
C00417,Katie Tucker,358 Stacy Expressway Apt. 133,Houstonborough,Ohio,Switzerland,001-661-320-7501x102,64.340264,-57.783684
C02267,Jennifer Hayes,5061 Darlene River Apt. 901,Sarahville,Maine,Solomon Islands,+1-849-614-7660x72832,80.200339,-102.650035
C02733,Stephen Sanford,88210 Ashley Lock Apt. 435,South Rebecca,North Carolina,Cambodia,(223)994-3129,83.053497,115.098942
C01324,Michael King,975 Anderson Shoal,North Justin,California,United Arab Emirates,757.775.9492,24.972890,-89.462351
C04520,David Walker,5257 Griffin Trail Suite 781,Lake Catherine,Louisiana,Togo,(883)541-1080,-80.160148,116.134775
C04595,Steven Fernandez,6394 Steven Pass,South Michaeltown,Texas,Dominican Republic,+1-228-527-2299x275,40.900442,-55.580215
C00617,Jacob Williams,567 Keith Canyon,Dakotahaven,South Dakota,Switzerland,649-889-2665x918,-30.165937,97.224991
C04470,Robert Reed,082 Martin Club Suite 322,West Carolyn,Delaware,Panama,465.817.7739,-83.974686,-49.180500
C04772,Kenneth Martin,202 Nielsen Path,Greeneshire,South Dakota,Andorra,001-441-637-9772x3692,-44.977548,3.970239
C03521,Linda Jones,2103 Serrano Rest Apt. 279,Port Amandaville,Colorado,Liberia,+1-829-780-6865x08637,68.121392,129.302511
C02526,Cesar Woods,49864 Adam Summit,New Alexandrahaven,Alabama,Honduras,+1-735-665-1269x4486,16.690784,-70.642797
C02932,Richard Olson,874 Lane Trail Suite 213,Loganburgh,Connecticut,Croatia,365.389.0260x12796,-19.376780,-60.938005
C00843,Lee Ramsey,849 Sonya Viaduct Apt. 770,Port Diane,North Dakota,France,709.588.3920,85.830356,-179.845773
C03330,Angie Hill,6693 Jillian Cliff Apt. 848,Michaelview,Iowa,New Caledonia,376.390.4268,45.068446,-22.024754
C01940,Bruce Palmer,947 Hart Trail Apt. 577,South Darrenland,Missouri,North Macedonia,535.665.8804,-65.032970,34.174252
C03378,Samantha Jones,5539 White Summit,South Jillian,Kansas,Saint Pierre and Miquelon,343.333.3952,-68.931152,176.173089
C02722,Aaron Vincent DVM,9579 Henry Track Suite 639,North Alicia,Nevada,Lesotho,+1-908-756-2718,-87.740147,-173.654197
C02186,Jamie Garcia,428 Young Mountains Suite 527,Clarkstad,Mississippi,Timor-Leste,(847)529-2931x4386,-50.850371,-99.711997
C03134,Adam Fisher,885 Evans Points,South Coreyburgh,Arkansas,Cuba,271-875-4558x845,-57.455558,8.490269
C01823,Tracey Gonzalez,5587 Preston Light,Stevenberg,Hawaii,Northern Mariana Islands,869-696-1125x35544,29.426500,14.972637
C02865,Kelly Cole,02341 Garrett Cove,North Sharonfort,Oklahoma,Austria,8686114921,-28.432728,-47.180007
C01827,Jessica Martinez,05577 Dunn Dale,New Carla,South Dakota,San Marino,+1-796-888-4578x3174,-20.258578,-96.399784
C03265,Aaron Ochoa,4780 Arroyo Neck,Albertchester,Maine,Nepal,508.453.6866,83.406834,29.231085
C00569,Connie Miller,944 Gutierrez Walk,East Derrickville,South Dakota,Korea,+1-474-397-3502x080,-14.270456,-35.476961
C04174,Jeffrey Smith,07356 Floyd Parks,Steventon,Michigan,Belgium,001-520-846-1872x34601,28.906422,-47.305809
C02713,Amanda Murray,376 Mayer Estate,Lake Sharonhaven,Delaware,El Salvador,343.850.3136x5024,-24.746204,-175.205823
C02140,Lauren Vazquez,1327 Gina Junction,North Michaelberg,Vermont,Mauritania,227-835-8573,6.144855,-107.666215
C02175,Andrew Mann,739 Amy Islands Suite 498,North Amanda,New Hampshire,French Polynesia,585-770-8620x959,-72.996826,173.416438
C04888,Sabrina Lee,294 Ortiz Islands Apt. 181,Port Sharonburgh,Arizona,Cook Islands,673-210-9678,8.342409,-61.500357
C02570,Andrea Conrad,717 Michael Summit,Shortton,South Carolina,Ethiopia,501.441.3811x38633,59.900660,119.649994
C04190,Brian Fowler,761 Laura Plaza Suite 852,Mahoneymouth,Oklahoma,Greece,(766)959-3983x684,30.124809,33.186374
C04724,Andrew Mitchell,240 Joyce Forest,Andrewview,Oklahoma,Malawi,+1-499-621-0752,8.538064,132.542464
C00364,David Evans,315 Thompson Views Apt. 940,Millerton,Wyoming,Grenada,(766)413-9060x480,-2.266804,89.724808
C00014,Brittany Nunez,9981 Ryan Turnpike Suite 225,South Ashleyton,Oklahoma,Iran,516-586-2278x376,-24.954037,-141.536429
C01615,Jeffrey Cohen,66553 Cooper Shoal,Port Kevinstad,South Carolina,Swaziland,592.470.3352x110,-12.775122,-172.626996
C00574,Robert Torres,53833 Dunn Road Apt. 069,West Georgeport,Illinois,Somalia,001-694-807-0164x510,-27.946148,24.387402
C02572,Michelle Mckee,812 Vincent Mount Apt. 038,Matthewfurt,West Virginia,Cayman Islands,6558543840,-82.090310,117.930793
C02461,Courtney Peterson,216 Robert Ports Apt. 649,Shaneberg,Indiana,Palau,(498)432-4826,-4.772760,-143.592615
C03346,Tiffany Wilson,05664 Reese View Suite 231,East Anthony,South Carolina,Nicaragua,499-993-9330x517,84.367230,20.767924
C02423,James Wells,30604 Walker Skyway,Port James,Idaho,Vanuatu,897.257.3660x965,49.760677,-121.311263
C01572,Ronald Williams,860 Black Roads,East Kellyfurt,Maryland,Singapore,372-464-9082x7718,67.154924,113.350082
C01426,Jason Hayes,9371 Nguyen Run,Lake Jessica,Colorado,Brazil,001-275-418-6892x686,-0.022276,123.595976
C02466,Shari Martin,06447 Sims Crest,East Adam,Wisconsin,El Salvador,5779780973,31.799497,40.198338
C00004,Kyle Smith,830 Eddie Shoal Suite 020,Markland,Arkansas,Botswana,(622)749-9982x79501,8.937100,23.441514
C01722,Olivia Bridges,7214 Rose Pine,Lake Jason,Arkansas,Botswana,001-681-779-4695,-55.180394,149.794421
C04970,Kelly Welch,93430 Andrew Road Apt. 396,Williamsstad,Oklahoma,Sri Lanka,+1-330-734-4144x8850,1.633552,32.627363
C03810,Lisa Johnson,55770 Timothy Road,Mcclainside,Michigan,Kyrgyz Republic,(408)649-5880x39551,-81.632017,2.081065
C01751,Miss Sarah Duncan,91450 Gutierrez Parks Apt. 574,New Kevin,Delaware,Holy See (Vatican City State),5317780782,39.781012,101.120621
C01391,Garrett Hammond,230 Hughes Way,North Larryton,Utah,Thailand,+1-715-570-1840x943,-38.313922,-26.150311
C02325,Francis Alexander,2241 Susan Points,East Amyside,Massachusetts,Faroe Islands,(949)232-1495,-55.083525,-164.434671
C02746,Michael Rodriguez,66299 Jensen Inlet,Lisaside,Colorado,Uzbekistan,001-679-721-7174x77332,15.247348,-81.563069
C02543,Mary Mccormick,7017 Michael Mountain Apt. 459,New Dakota,Virginia,South Africa,858-514-8769,76.664820,-49.169360
C01208,Valerie Reyes,96695 Gilbert Skyway Apt. 971,Nguyenville,New Hampshire,Christmas Island,261-491-9657x0132,87.404000,-99.890040
C02006,Eddie Gilbert,35494 Robbins Key Apt. 909,Abbottport,Arkansas,Heard Island and McDonald Islands,+1-800-885-1403,77.829686,-9.206703
C00597,Jennifer Graham,272 Angela Ville,Maryberg,Maine,Tunisia,+1-822-401-0276x21267,31.975556,93.490051
C04716,Robert Cruz,69097 Jennifer Grove,Houseshire,Mississippi,Antigua and Barbuda,6979519712,48.767588,-137.998117
C04050,Lisa Sanchez,894 Rebecca Place,South Shawnfort,Oregon,Saint Martin,465-244-2094x94079,86.179526,-23.366189
C01209,Lori Mitchell,81442 Hill Glens,Lake Danielburgh,Pennsylvania,Saint Vincent and the Grenadines,(275)724-3728,-67.343656,-102.116002
C00874,Samantha Monroe,3723 Brown Greens Apt. 027,Alvarezfort,West Virginia,Yemen,001-783-266-7428x60476,-63.863966,105.235945
C01441,Tina Reynolds,4414 Murray Spring Apt. 938,Ericaburgh,Massachusetts,Mexico,7015061817,-13.953036,-44.764306
C03806,Alexander Davis,111 Nicholas Track,North Heather,Kentucky,French Polynesia,817.746.5421x406,-73.878129,-41.359207
C02042,Deborah Alexander,96271 Amber Meadows Apt. 917,Dakotaland,California,Montserrat,001-247-907-2006x4256,38.349575,54.106676
C01093,Nicholas Burnett,306 Martinez Plain,Mathewport,Montana,Azerbaijan,+1-515-685-1743x2806,14.717939,-122.679357
C04579,Heather Miller,320 Anthony Ramp Apt. 761,Victormouth,Alaska,Argentina,205-406-1387x82931,41.236674,171.023128
C03626,Terry Montgomery,202 Rebecca View,South Cherylshire,California,Svalbard & Jan Mayen Islands,717-899-3136,-2.963844,-115.144686
C03496,Laura Taylor,92511 Thomas Mall,Lake Mitchell,Hawaii,Kazakhstan,990.321.9620,-88.295548,-176.121646
C01304,Brandon Pearson,7232 Mills Loop Apt. 290,Lake Vincent,Colorado,Niue,556-908-3318x1958,78.165214,173.973574
C03687,Anthony Rodriguez,772 Elizabeth Cape,Lake Michaelborough,Nevada,El Salvador,597-901-0822x07811,69.103484,131.257232
C02272,Cristian Rhodes,15313 Kane Lane Apt. 179,Brownchester,Georgia,Cuba,+1-472-265-2735x435,62.650073,-147.974725
C01960,Brian Owens,53492 Belinda Plaza Apt. 168,Atkinsborough,Pennsylvania,Lebanon,240.863.3569x392,-78.128657,-158.493661
C00635,Morgan Gordon MD,1773 Angela Bridge Suite 325,Johnland,Alaska,Lesotho,+1-242-379-9077x26257,13.315242,-1.272379
C01921,Elizabeth Mullins,195 Zachary Spring,Pamelaville,Missouri,Haiti,590.355.2818x325,84.224918,76.889222
C02620,Nicole Pitts,355 Gordon Manors,Brianstad,Minnesota,Korea,988.317.8847x9513,-68.479422,29.746071
C01134,Donna Frye,41272 Abigail Road,West Robertside,Florida,Lebanon,(767)704-3103x856,40.499465,138.556250
C03138,Kerri Kelley,9242 Perez Landing Suite 025,Stephenburgh,South Carolina,Uzbekistan,(284)722-2231,64.222926,-112.100049
C01753,Jacob Harris,552 West Estates,Davidtown,Montana,Venezuela,427.952.0885x4749,0.914909,-119.701012
C03340,Stephanie Taylor,0693 Howard Islands,New Danielleshire,North Dakota,Cyprus,001-243-701-8718x63759,16.718664,-100.572129
C03817,Jessica Hughes,5547 Jason Mills,Laraport,Hawaii,Sri Lanka,001-366-829-9123x4785,-66.257344,-176.446524
C01695,Thomas Perry,923 Marisa Highway Suite 049,Troymouth,Iowa,Anguilla,9245471462,-82.365000,-115.921955
C04785,Katherine Arellano,796 Burton Mountains Apt. 589,Port Jordanshire,Arkansas,Cameroon,372-552-0456x50448,78.585506,-81.619749
C04717,Linda Jackson,4451 Morrow Bridge Apt. 845,Jenkinsburgh,Connecticut,Cuba,(383)838-9888,33.612208,-138.982887
C00049,Carlos Smith,5279 Jackson Hollow Apt. 132,Lake Jeremy,Florida,Cote d'Ivoire,(516)311-0760,-81.197274,174.221436
C03195,Amy Wilson,14011 Briana Flats Apt. 501,Port Julie,Louisiana,Yemen,001-355-328-9389,65.191577,-172.492232
C04474,Michelle Brandt,013 Richardson Radial,South Emily,Connecticut,Cocos (Keeling) Islands,(466)938-3615x171,6.972430,-25.235545
C04000,Amanda Murphy,4794 Perez Lodge,Tracichester,Illinois,Togo,375-320-7167,-51.515064,31.962789
